title,wiki_page,category,has_female_protagonist,evidence_type,evidence_sentence
The World Ends with You,https://en.wikipedia.org/wiki/The_World_Ends_with_You,Kingdom Hearts,False,,
Ansem (Xehanort),https://en.wikipedia.org/wiki/Ansem_%28Xehanort%29,Kingdom Hearts character redirects to lists,False,,
Ansem the Wise,https://en.wikipedia.org/wiki/Ansem_the_Wise,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Axel (Kingdom Hearts),https://en.wikipedia.org/wiki/Axel_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Braig (Kingdom Hearts),https://en.wikipedia.org/wiki/Braig_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Demyx,https://en.wikipedia.org/wiki/Demyx,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
DiZ,https://en.wikipedia.org/wiki/DiZ,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Eraqus,https://en.wikipedia.org/wiki/Eraqus,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Grumpy (Kingdom Hearts),https://en.wikipedia.org/wiki/Grumpy_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Hayner (Kingdom Hearts),https://en.wikipedia.org/wiki/Hayner_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Heartless (Kingdom Hearts),https://en.wikipedia.org/wiki/Heartless_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,False,,
Kairi (Kingdom Hearts),https://en.wikipedia.org/wiki/Kairi_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
King Mickey,https://en.wikipedia.org/wiki/King_Mickey,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Kingdom hearts riku,https://en.wikipedia.org/wiki/Kingdom_hearts_riku,Kingdom Hearts character redirects to lists,False,,
Kingdom Hearts Riku,https://en.wikipedia.org/wiki/Kingdom_Hearts_Riku,Kingdom Hearts character redirects to lists,False,,
Larxene,https://en.wikipedia.org/wiki/Larxene,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Lea (Kingdom Hearts),https://en.wikipedia.org/wiki/Lea_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Lexaeus,https://en.wikipedia.org/wiki/Lexaeus,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Luxord,https://en.wikipedia.org/wiki/Luxord,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Master Eraqus,https://en.wikipedia.org/wiki/Master_Eraqus,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Mickey (Kingdom Hearts),https://en.wikipedia.org/wiki/Mickey_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Mickey Mouse (Kingdom Hearts),https://en.wikipedia.org/wiki/Mickey_Mouse_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Naminé,https://en.wikipedia.org/wiki/Namin%C3%A9,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Nobody (Kingdom Hearts),https://en.wikipedia.org/wiki/Nobody_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,False,,
Olette (Kingdom Hearts),https://en.wikipedia.org/wiki/Olette_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Pence (Kingdom Hearts),https://en.wikipedia.org/wiki/Pence_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Riku replica,https://en.wikipedia.org/wiki/Riku_replica,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Riku Replica,https://en.wikipedia.org/wiki/Riku_Replica,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Saïx (Kingdom Hearts),https://en.wikipedia.org/wiki/Sa%C3%AFx_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Terra (Kingdom Hearts),https://en.wikipedia.org/wiki/Terra_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Unbirth (Kingdom Hearts),https://en.wikipedia.org/wiki/Unbirth_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,False,,
Vanitas (Kingdom Hearts),https://en.wikipedia.org/wiki/Vanitas_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Ven (Kingdom Hearts),https://en.wikipedia.org/wiki/Ven_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Ventus (Kingdom Hearts),https://en.wikipedia.org/wiki/Ventus_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Vexen,https://en.wikipedia.org/wiki/Vexen,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Xaldin,https://en.wikipedia.org/wiki/Xaldin,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Xehanort's Heartless,https://en.wikipedia.org/wiki/Xehanort%27s_Heartless,Kingdom Hearts character redirects to lists,False,,
Xemnas,https://en.wikipedia.org/wiki/Xemnas,Kingdom Hearts character redirects to lists,False,,
Xigbar,https://en.wikipedia.org/wiki/Xigbar,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Xion (Kingdom Hearts),https://en.wikipedia.org/wiki/Xion_%28Kingdom_Hearts%29,Kingdom Hearts character redirects to lists,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Characters of Kingdom Hearts,https://en.wikipedia.org/wiki/Characters_of_Kingdom_Hearts,Kingdom Hearts original characters,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Aqua (Kingdom Hearts),https://en.wikipedia.org/wiki/Aqua_%28Kingdom_Hearts%29,Kingdom Hearts original characters,False,,
Riku (Kingdom Hearts),https://en.wikipedia.org/wiki/Riku_%28Kingdom_Hearts%29,Kingdom Hearts original characters,False,,
Roxas (Kingdom Hearts),https://en.wikipedia.org/wiki/Roxas_%28Kingdom_Hearts%29,Kingdom Hearts original characters,False,,
Sora (Kingdom Hearts),https://en.wikipedia.org/wiki/Sora_%28Kingdom_Hearts%29,Kingdom Hearts original characters,False,,
Xehanort,https://en.wikipedia.org/wiki/Xehanort,Kingdom Hearts original characters,False,,
Yozora,https://en.wikipedia.org/wiki/Yozora,Kingdom Hearts original characters,False,,
Chikai (Hikaru Utada song),https://en.wikipedia.org/wiki/Chikai_%28Hikaru_Utada_song%29,Kingdom Hearts songs,False,,
Do You Want to Build a Snowman?,https://en.wikipedia.org/wiki/Do_You_Want_to_Build_a_Snowman%3F,Kingdom Hearts songs,False,,
Face My Fears,https://en.wikipedia.org/wiki/Face_My_Fears,Kingdom Hearts songs,False,,
Hikari (Hikaru Utada song),https://en.wikipedia.org/wiki/Hikari_%28Hikaru_Utada_song%29,Kingdom Hearts songs,False,,
Part of Your World,https://en.wikipedia.org/wiki/Part_of_Your_World,Kingdom Hearts songs,False,,
Passion (Hikaru Utada song),https://en.wikipedia.org/wiki/Passion_%28Hikaru_Utada_song%29,Kingdom Hearts songs,False,,
Under the Sea,https://en.wikipedia.org/wiki/Under_the_Sea,Kingdom Hearts songs,False,,
Bayonetta (character),https://en.wikipedia.org/wiki/Bayonetta_%28character%29,Bayonetta,True,protagonist+she,"as a result in kim's eyes she fell flat as a protagonist, and while he acknowledged many would find appeal in her appearance and ""vampish"" approach he had preferred for her overt nature to be toned down"
Bayonetta Origins: Cereza and the Lost Demon,https://en.wikipedia.org/wiki/Bayonetta_Origins%3A_Cereza_and_the_Lost_Demon,Video games about demons; Bayonetta,False,,
Bayonetta: Bloody Fate,https://en.wikipedia.org/wiki/Bayonetta%3A_Bloody_Fate,Bayonetta,False,,
Darksiders,https://en.wikipedia.org/wiki/Darksiders,Darksiders,False,,
Darksiders (video game),https://en.wikipedia.org/wiki/Darksiders_%28video_game%29,Darksiders,False,,
Darksiders Genesis,https://en.wikipedia.org/wiki/Darksiders_Genesis,Darksiders,False,,
9 Monkeys of Shaolin,https://en.wikipedia.org/wiki/9_Monkeys_of_Shaolin,Video games about demons,False,,
Afterlife (video game),https://en.wikipedia.org/wiki/Afterlife_%28video_game%29,Video games about demons,False,,
Afterparty (video game),https://en.wikipedia.org/wiki/Afterparty_%28video_game%29,Video games about demons,False,,
Age of Wonders 4,https://en.wikipedia.org/wiki/Age_of_Wonders_4,Video games about demons,False,,
Baal (video game),https://en.wikipedia.org/wiki/Baal_%28video_game%29,Video games about demons,False,,
Baldur's Gate: Tales of the Sword Coast,https://en.wikipedia.org/wiki/Baldur%27s_Gate%3A_Tales_of_the_Sword_Coast,Video games about demons,False,,
Blade Chimera,https://en.wikipedia.org/wiki/Blade_Chimera,Video games about demons,False,,
Blood Will Tell,https://en.wikipedia.org/wiki/Blood_Will_Tell,Video games about demons,False,,
Book of Demons,https://en.wikipedia.org/wiki/Book_of_Demons,Video games about demons,False,,
Breath of Fire II,https://en.wikipedia.org/wiki/Breath_of_Fire_II,Video games about demons,False,,
Clans (video game),https://en.wikipedia.org/wiki/Clans_%28video_game%29,Video games about demons,False,,
Clash at Demonhead,https://en.wikipedia.org/wiki/Clash_at_Demonhead,Video games about demons; Video games about skeletons,False,,
Constantine (video game),https://en.wikipedia.org/wiki/Constantine_%28video_game%29,Video games about demons,False,,
Creatures (1990 video game),https://en.wikipedia.org/wiki/Creatures_%281990_video_game%29,Video games about demons,False,,
Cuphead,https://en.wikipedia.org/wiki/Cuphead,Video games about demons,False,,
Dark Arms: Beast Buster 1999,https://en.wikipedia.org/wiki/Dark_Arms%3A_Beast_Buster_1999,Video games about demons; Video games about zombies,False,,
Demon Attack,https://en.wikipedia.org/wiki/Demon_Attack,Video games about demons,False,,
Demon Chaos,https://en.wikipedia.org/wiki/Demon_Chaos,Video games about demons,False,,
Demon Front,https://en.wikipedia.org/wiki/Demon_Front,Video games about demons,False,,
Demon Gaze,https://en.wikipedia.org/wiki/Demon_Gaze,Video games about demons,False,,
Demon Slayer: Kimetsu no Yaiba – Sweep the Board,https://en.wikipedia.org/wiki/Demon_Slayer%3A_Kimetsu_no_Yaiba_%E2%80%93_Sweep_the_Board,Video games about demons,False,,
Demon Slayer: Kimetsu no Yaiba – The Hinokami Chronicles,https://en.wikipedia.org/wiki/Demon_Slayer%3A_Kimetsu_no_Yaiba_%E2%80%93_The_Hinokami_Chronicles,Video games about demons,False,,
Demon Sword,https://en.wikipedia.org/wiki/Demon_Sword,Video games about demons,False,,
Demon Turf,https://en.wikipedia.org/wiki/Demon_Turf,Video games about demons,True,control+female_term,"the player takes control of beebz, a young demon girl, and travels between four different worlds called ""turfs"", each of which is separated into separate levels"
Devil Daggers,https://en.wikipedia.org/wiki/Devil_Daggers,Video games about demons,False,,
Devil Dice,https://en.wikipedia.org/wiki/Devil_Dice,Video games about demons,False,,
The Devil Is a Part-Timer!,https://en.wikipedia.org/wiki/The_Devil_Is_a_Part-Timer%21,Video games about demons,False,,
Devil Summoner,https://en.wikipedia.org/wiki/Devil_Summoner,Devil Summoner; Video games about demons,False,,
Devil Summoner: Soul Hackers – Intruder,https://en.wikipedia.org/wiki/Devil_Summoner%3A_Soul_Hackers_%E2%80%93_Intruder,Devil Summoner; Video games about demons,False,,
Devil Summoner: Soul Hackers – New Generation,https://en.wikipedia.org/wiki/Devil_Summoner%3A_Soul_Hackers_%E2%80%93_New_Generation,Devil Summoner; Video games about demons,False,,
Devilian,https://en.wikipedia.org/wiki/Devilian,Video games about demons,False,,
Diablo (series),https://en.wikipedia.org/wiki/Diablo_%28series%29,Video games about demons,False,,
Disgaea,https://en.wikipedia.org/wiki/Disgaea,Video games about demons; Disgaea,False,,
Disgaea 2,https://en.wikipedia.org/wiki/Disgaea_2,Video games about demons; Disgaea,False,,
Disgaea 3,https://en.wikipedia.org/wiki/Disgaea_3,Video games about demons; Disgaea,False,,
Disgaea 4,https://en.wikipedia.org/wiki/Disgaea_4,Video games about demons; Video games about vampires; Disgaea,False,,
Disgaea 5,https://en.wikipedia.org/wiki/Disgaea_5,Video games about demons; Disgaea,False,,
Disgaea 7: Vows of the Virtueless,https://en.wikipedia.org/wiki/Disgaea_7%3A_Vows_of_the_Virtueless,Video games about demons; Disgaea,False,,
Disgaea D2: A Brighter Darkness,https://en.wikipedia.org/wiki/Disgaea_D2%3A_A_Brighter_Darkness,Video games about demons; Disgaea,False,,
Disgaea: Hour of Darkness,https://en.wikipedia.org/wiki/Disgaea%3A_Hour_of_Darkness,Video games about demons; Disgaea,False,,
Djibril – The Devil Angel,https://en.wikipedia.org/wiki/Djibril_%E2%80%93_The_Devil_Angel,Video games about demons,False,,
Druid (video game),https://en.wikipedia.org/wiki/Druid_%28video_game%29,Video games about demons,False,,
The Elder Scrolls II: Daggerfall,https://en.wikipedia.org/wiki/The_Elder_Scrolls_II%3A_Daggerfall,Video games about demons,False,,
The Elder Scrolls IV: Oblivion Remastered,https://en.wikipedia.org/wiki/The_Elder_Scrolls_IV%3A_Oblivion_Remastered,Video games about demons,False,,
The Elder Scrolls IV: Oblivion,https://en.wikipedia.org/wiki/The_Elder_Scrolls_IV%3A_Oblivion,Video games about demons,False,,
The Elder Scrolls: Arena,https://en.wikipedia.org/wiki/The_Elder_Scrolls%3A_Arena,Video games about demons,False,,
Elliot Quest,https://en.wikipedia.org/wiki/Elliot_Quest,Video games about demons,False,,
Enclave (video game),https://en.wikipedia.org/wiki/Enclave_%28video_game%29,Video games about demons,False,,
Evil Zone,https://en.wikipedia.org/wiki/Evil_Zone,Video games about demons,False,,
Evoland 2,https://en.wikipedia.org/wiki/Evoland_2,Video games about demons,True,control+female_term,"the player controls kuro, an amnesiac boy who is found by a girl named fina"
Fire Emblem: The Sacred Stones,https://en.wikipedia.org/wiki/Fire_Emblem%3A_The_Sacred_Stones,Video games about demons,False,,
Fragile Dreams: Farewell Ruins of the Moon,https://en.wikipedia.org/wiki/Fragile_Dreams%3A_Farewell_Ruins_of_the_Moon,Video games about demons; Video games about ghosts; Video games about spirit possession,False,,
Fray in Magical Adventure,https://en.wikipedia.org/wiki/Fray_in_Magical_Adventure,Video games about demons,False,,
Freekscape: Escape From Hell,https://en.wikipedia.org/wiki/Freekscape%3A_Escape_From_Hell,Video games about demons,False,,
Gargoyle's Quest II,https://en.wikipedia.org/wiki/Gargoyle%27s_Quest_II,Video games about demons; Ghosts 'n Goblins,False,,
Getsu Fūma Den,https://en.wikipedia.org/wiki/Getsu_F%C5%ABma_Den,Video games about demons,False,,
Getsu Fūma Den: Undying Moon,https://en.wikipedia.org/wiki/Getsu_F%C5%ABma_Den%3A_Undying_Moon,Video games about demons,False,,
Ghost Rider (video game),https://en.wikipedia.org/wiki/Ghost_Rider_%28video_game%29,Video games about demons; Video games about skeletons,False,,
Goetia (video game),https://en.wikipedia.org/wiki/Goetia_%28video_game%29,Video games about demons,False,,
Hard West,https://en.wikipedia.org/wiki/Hard_West,Video games about demons,False,,
Hard West 2,https://en.wikipedia.org/wiki/Hard_West_2,Video games about demons,False,,
Hell Pie,https://en.wikipedia.org/wiki/Hell_Pie,Video games about demons,False,,
Helltaker,https://en.wikipedia.org/wiki/Helltaker,Video games about demons,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Infernal (video game),https://en.wikipedia.org/wiki/Infernal_%28video_game%29,Video games about demons,False,,
Jackie Chan Adventures (video game),https://en.wikipedia.org/wiki/Jackie_Chan_Adventures_%28video_game%29,Video games about demons,False,,
Jackie Chan Adventures: Legend of the Dark Hand,https://en.wikipedia.org/wiki/Jackie_Chan_Adventures%3A_Legend_of_the_Dark_Hand,Video games about demons,False,,
Jeanne d'Arc (video game),https://en.wikipedia.org/wiki/Jeanne_d%27Arc_%28video_game%29,Video games about demons,True,control+female_term,"the player controls jeanne and her party, moving them between major cities and features on a semi-historical map of france"
Judgment: Apocalypse Survival Simulation,https://en.wikipedia.org/wiki/Judgment%3A_Apocalypse_Survival_Simulation,Video games about demons,False,,
Juniper's Knot,https://en.wikipedia.org/wiki/Juniper%27s_Knot,Video games about demons,False,,
Kid Icarus: Of Myths and Monsters,https://en.wikipedia.org/wiki/Kid_Icarus%3A_Of_Myths_and_Monsters,Video games about demons,False,,
The Legend of Zelda: Skyward Sword,https://en.wikipedia.org/wiki/The_Legend_of_Zelda%3A_Skyward_Sword,Video games about demons,True,protagonist+she,"series protagonist link , a resident of a floating town called skyloft, sets out to rescue his childhood friend zelda after she is kidnapped and brought to the abandoned lands below the clouds"
The Legend of Zelda: Spirit Tracks,https://en.wikipedia.org/wiki/The_Legend_of_Zelda%3A_Spirit_Tracks,Video games about demons; Video games about spirit possession,False,,
The Legend of Zelda: Tears of the Kingdom,https://en.wikipedia.org/wiki/The_Legend_of_Zelda%3A_Tears_of_the_Kingdom,Video games about demons,False,,
Litil Divil,https://en.wikipedia.org/wiki/Litil_Divil,Video games about demons,False,,
Little Devil Inside,https://en.wikipedia.org/wiki/Little_Devil_Inside,Video games about demons,False,,
Loop8: Summer of Gods,https://en.wikipedia.org/wiki/Loop8%3A_Summer_of_Gods,Video games about demons,False,,
The Magic of Scheherazade,https://en.wikipedia.org/wiki/The_Magic_of_Scheherazade,Video games about demons,False,,
Maken X,https://en.wikipedia.org/wiki/Maken_X,Video games about demons,False,,
Megami Ibunroku Persona: Ikū no Tō-hen,https://en.wikipedia.org/wiki/Megami_Ibunroku_Persona%3A_Ik%C5%AB_no_T%C5%8D-hen,Persona (series); Video games about demons,False,,
The Messenger (2018 video game),https://en.wikipedia.org/wiki/The_Messenger_%282018_video_game%29,Video games about demons,False,,
Metal: Hellsinger,https://en.wikipedia.org/wiki/Metal%3A_Hellsinger,Video games about demons,False,,
Monark (video game),https://en.wikipedia.org/wiki/Monark_%28video_game%29,Video games about demons,False,,
Mortal Kombat,https://en.wikipedia.org/wiki/Mortal_Kombat,Video games about demons,False,,
Muramasa: The Demon Blade,https://en.wikipedia.org/wiki/Muramasa%3A_The_Demon_Blade,Video games about demons,False,,
Murdered: Soul Suspect,https://en.wikipedia.org/wiki/Murdered%3A_Soul_Suspect,Video games about demons; Video games about ghosts; Video games about spirit possession,False,,
Neon White,https://en.wikipedia.org/wiki/Neon_White,Video games about demons,False,,
Nights of Azure,https://en.wikipedia.org/wiki/Nights_of_Azure,Video games about demons; Video games about vampires,False,,
Nightshade (1985 video game),https://en.wikipedia.org/wiki/Nightshade_%281985_video_game%29,Video games about demons,False,,
Ninjatown,https://en.wikipedia.org/wiki/Ninjatown,Video games about demons,False,,
The Nomad Soul,https://en.wikipedia.org/wiki/The_Nomad_Soul,Video games about demons; Video games about spirit possession,False,,
Ōkami,https://en.wikipedia.org/wiki/%C5%8Ckami,Video games about demons,False,,
Old School RuneScape,https://en.wikipedia.org/wiki/Old_School_RuneScape,Video games about demons,False,,
Otogi 2: Immortal Warriors,https://en.wikipedia.org/wiki/Otogi_2%3A_Immortal_Warriors,Video games about demons,False,,
Otogi: Myth of Demons,https://en.wikipedia.org/wiki/Otogi%3A_Myth_of_Demons,Video games about demons,False,,
Painkiller: Resurrection,https://en.wikipedia.org/wiki/Painkiller%3A_Resurrection,Video games about demons,False,,
Paper Mario: The Thousand-Year Door,https://en.wikipedia.org/wiki/Paper_Mario%3A_The_Thousand-Year_Door,Video games about demons,False,,
Pepper II,https://en.wikipedia.org/wiki/Pepper_II,Video games about demons,False,,
Phantom of the Kill,https://en.wikipedia.org/wiki/Phantom_of_the_Kill,Video games about demons,False,,
Pocky & Rocky with Becky,https://en.wikipedia.org/wiki/Pocky_%26_Rocky_with_Becky,Video games about demons,False,,
Pony Island,https://en.wikipedia.org/wiki/Pony_Island,Video games about demons,False,,
Primal (video game),https://en.wikipedia.org/wiki/Primal_%28video_game%29,Video games about demons,True,protagonist+she,"the game's protagonist jennifer ""jen"" tate ( hudson leick ), a rebellious young woman who grew up an orphan, discovers that she possesses mystical powers that allow her to assume the forms of the creatures inhabiting other worlds"
Princess Crown,https://en.wikipedia.org/wiki/Princess_Crown,Video games about demons,True,control+female_term,"set in the fantasy kingdom of valendia, the player controls queen gradriel de valendia, as her wish to aid the people in person leads into a quest to prevent the resurrection of the demon lord lalva"
Prinny: Can I Really Be the Hero?,https://en.wikipedia.org/wiki/Prinny%3A_Can_I_Really_Be_the_Hero%3F,Video games about demons; Disgaea,False,,
Project Warlock,https://en.wikipedia.org/wiki/Project_Warlock,Video games about demons,False,,
Raji: An Ancient Epic,https://en.wikipedia.org/wiki/Raji%3A_An_Ancient_Epic,Video games about demons,False,,
Requiem of Hell,https://en.wikipedia.org/wiki/Requiem_of_Hell,Video games about demons,False,,
Rise of Incarnates,https://en.wikipedia.org/wiki/Rise_of_Incarnates,Video games about demons,False,,
Rise of Mana,https://en.wikipedia.org/wiki/Rise_of_Mana,Video games about demons,False,,
Robo Aleste,https://en.wikipedia.org/wiki/Robo_Aleste,Video games about demons,False,,
Saints Row: Gat out of Hell,https://en.wikipedia.org/wiki/Saints_Row%3A_Gat_out_of_Hell,Video games about demons,False,,
Sakuna: Of Rice and Ruin,https://en.wikipedia.org/wiki/Sakuna%3A_Of_Rice_and_Ruin,Video games about demons,False,,
Sakura Wars,https://en.wikipedia.org/wiki/Sakura_Wars,Video games about demons,False,,
Sakura Wars (1996 video game),https://en.wikipedia.org/wiki/Sakura_Wars_%281996_video_game%29,Video games about demons,False,,
Sakura Wars (2019 video game),https://en.wikipedia.org/wiki/Sakura_Wars_%282019_video_game%29,Video games about demons,False,,
"Sakura Wars: So Long, My Love",https://en.wikipedia.org/wiki/Sakura_Wars%3A_So_Long%2C_My_Love,Video games about demons,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Satan's Hollow,https://en.wikipedia.org/wiki/Satan%27s_Hollow,Video games about demons,False,,
Shade: Wrath of Angels,https://en.wikipedia.org/wiki/Shade%3A_Wrath_of_Angels,Video games about demons; Video games about zombies,True,protagonist+she,"she explains that the orb is, in fact, her heart, and tasks the protagonist with releasing the other three angels, trapped in parallel worlds they each once ruled over"
Shadow Fight 2,https://en.wikipedia.org/wiki/Shadow_Fight_2,Video games about demons,False,,
Shadow of the Devil,https://en.wikipedia.org/wiki/Shadow_of_the_Devil,Video games about demons,False,,
Shadow Warrior (2013 video game),https://en.wikipedia.org/wiki/Shadow_Warrior_%282013_video_game%29,Video games about demons,False,,
Shadow Warrior 2,https://en.wikipedia.org/wiki/Shadow_Warrior_2,Video games about demons,False,,
Shadow Warrior 3,https://en.wikipedia.org/wiki/Shadow_Warrior_3,Video games about demons,False,,
Shadows: Awakening,https://en.wikipedia.org/wiki/Shadows%3A_Awakening,Video games about demons,False,,
Shin Megami Tensei: Devil Children,https://en.wikipedia.org/wiki/Shin_Megami_Tensei%3A_Devil_Children,Megami Tensei spinoff games; Video games about demons; Megami Tensei anime,False,,
Shin Megami Tensei: Imagine,https://en.wikipedia.org/wiki/Shin_Megami_Tensei%3A_Imagine,Shin Megami Tensei; Video games about demons,False,,
Shin Megami Tensei: Liberation Dx2,https://en.wikipedia.org/wiki/Shin_Megami_Tensei%3A_Liberation_Dx2,Shin Megami Tensei; Video games about demons,False,,
Shin Megami Tensei: Nine,https://en.wikipedia.org/wiki/Shin_Megami_Tensei%3A_Nine,Shin Megami Tensei; Video games about demons,False,,
Shiren the Wanderer 2: Shiren's Castle and the Oni Invasion,https://en.wikipedia.org/wiki/Shiren_the_Wanderer_2%3A_Shiren%27s_Castle_and_the_Oni_Invasion,Video games about demons,False,,
Six-Guns,https://en.wikipedia.org/wiki/Six-Guns,Video games about demons,False,,
Skate Story,https://en.wikipedia.org/wiki/Skate_Story,Video games about demons,False,,
Sleeping Gods Lie,https://en.wikipedia.org/wiki/Sleeping_Gods_Lie,Video games about demons,False,,
Soul Hackers 2,https://en.wikipedia.org/wiki/Soul_Hackers_2,Devil Summoner; Video games about demons,True,protagonist+she,"this caused storytelling problems, so she was made the lead protagonist, with the other characters rewritten in consequence"
Spiritual Warfare (video game),https://en.wikipedia.org/wiki/Spiritual_Warfare_%28video_game%29,Video games about demons,False,,
Tanglewood (2018 video game),https://en.wikipedia.org/wiki/Tanglewood_%282018_video_game%29,Video games about demons,False,,
Tekken,https://en.wikipedia.org/wiki/Tekken,Video games about demons,False,,
Tokyo Mirage Sessions ♯FE,https://en.wikipedia.org/wiki/Tokyo_Mirage_Sessions_%E2%99%AFFE,Megami Tensei spinoff games; Video games about demons,False,,
Trillion: God of Destruction,https://en.wikipedia.org/wiki/Trillion%3A_God_of_Destruction,Video games about demons,False,,
Ugly Americans: Apocalypsegeddon,https://en.wikipedia.org/wiki/Ugly_Americans%3A_Apocalypsegeddon,Video games about demons; Video games about zombies,False,,
Ultra Vortek,https://en.wikipedia.org/wiki/Ultra_Vortek,Video games about demons,False,,
Ultrakill,https://en.wikipedia.org/wiki/Ultrakill,Video games about demons,False,,
Ultros,https://en.wikipedia.org/wiki/Ultros,Video games about demons,False,,
Unavowed,https://en.wikipedia.org/wiki/Unavowed,Video games about demons,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Vexx,https://en.wikipedia.org/wiki/Vexx,Video games about demons,False,,
Void Stranger,https://en.wikipedia.org/wiki/Void_Stranger,Video games about demons,False,,
The War in Heaven (video game),https://en.wikipedia.org/wiki/The_War_in_Heaven_%28video_game%29,Video games about demons,False,,
Warcraft: Orcs & Humans,https://en.wikipedia.org/wiki/Warcraft%3A_Orcs_%26_Humans,Video games about demons,False,,
Warcraft II: Tides of Darkness,https://en.wikipedia.org/wiki/Warcraft_II%3A_Tides_of_Darkness,Video games about demons,False,,
Warcraft II: Beyond the Dark Portal,https://en.wikipedia.org/wiki/Warcraft_II%3A_Beyond_the_Dark_Portal,Video games about demons,False,,
"Warhammer 40,000: Chaos Gate",https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Chaos_Gate,Video games about demons,False,,
"Warhammer 40,000: Chaos Gate - Daemonhunters",https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Chaos_Gate_-_Daemonhunters,Video games about demons,False,,
"Warhammer 40,000: Dawn of War",https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Dawn_of_War,Video games about demons,False,,
"Warhammer 40,000: Dawn of War II – Chaos Rising",https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Dawn_of_War_II_%E2%80%93_Chaos_Rising,Video games about demons,False,,
"Warhammer 40,000: Space Marine",https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Space_Marine,Video games about demons,False,,
Warhammer: Chaosbane,https://en.wikipedia.org/wiki/Warhammer%3A_Chaosbane,Video games about demons,False,,
World of Demons,https://en.wikipedia.org/wiki/World_of_Demons,Video games about demons,False,,
World of Warcraft,https://en.wikipedia.org/wiki/World_of_Warcraft,Video games about demons,False,,
